date,commodity,market,price,unit
2023-12-23,Onion,Pune,9.26903031381852e+72,INR/quintal
2023-12-24,Onion,Pune,1.2262110748890464e+73,INR/quintal
2023-12-25,Onion,Pune,1.6217963340017934e+73,INR/quintal
2023-12-26,Onion,Pune,2.1455997944147803e+73,INR/quintal
2023-12-27,Onion,Pune,2.839534770188552e+73,INR/quintal
2023-12-28,Onion,Pune,3.7588625458491165e+73,INR/quintal
2023-12-29,Onion,Pune,4.980399764532486e+73,INR/quintal
2023-12-30,Onion,Pune,6.596354484329644e+73,INR/quintal
2023-12-31,Onion,Pune,8.743990089781968e+73,INR/quintal
2024-01-01,Onion,Pune,1.1587130458819396e+74,INR/quintal
2024-01-02,Onion,Pune,1.536043819997595e+74,INR/quintal
2024-01-03,Onion,Pune,2.0328876775688063e+74,INR/quintal
2024-01-04,Onion,Pune,2.69816620372509e+74,INR/quintal
2024-01-05,Onion,Pune,3.580139379613416e+74,INR/quintal
2024-01-06,Onion,Pune,4.754304317483008e+74,INR/quintal
2024-01-07,Onion,Pune,6.292796590907372e+74,INR/quintal
2024-01-08,Onion,Pune,8.368722136343551e+74,INR/quintal
2024-01-09,Onion,Pune,1.1109682942583621e+75,INR/quintal
2024-01-10,Onion,Pune,1.4768452035035097e+75,INR/quintal
2024-01-11,Onion,Pune,1.9598690974531903e+75,INR/quintal
2024-01-12,Onion,Pune,2.6053710707007503e+75,INR/quintal
2024-01-13,Onion,Pune,3.4590812826922497e+75,INR/quintal
2024-01-14,Onion,Pune,4.5953985712900116e+75,INR/quintal
2024-01-15,Onion,Pune,6.120440731225239e+75,INR/quintal
2024-01-16,Onion,Pune,8.138062987649345e+75,INR/quintal
2024-01-17,Onion,Pune,1.0827365014376799e+76,INR/quintal
2024-01-18,Onion,Pune,1.4417294384761578e+76,INR/quintal
2024-01-19,Onion,Pune,1.9195623469217758e+76,INR/quintal
2024-01-20,Onion,Pune,2.555582249532447e+76,INR/quintal
2024-01-21,Onion,Pune,3.403816198946881e+76,INR/quintal
2024-01-22,Onion,Pune,4.5430125652308725e+76,INR/quintal
2024-01-23,Onion,Pune,6.05152724275588e+76,INR/quintal
2024-01-24,Onion,Pune,8.064784387499608e+76,INR/quintal
2024-01-25,Onion,Pune,1.0758663699859148e+77,INR/quintal
2024-01-26,Onion,Pune,1.4356590809950275e+77,INR/quintal
2024-01-27,Onion,Pune,1.9163833814813455e+77,INR/quintal
2024-01-28,Onion,Pune,2.557442807363888e+77,INR/quintal
2024-01-29,Onion,Pune,3.408318181772012e+77,INR/quintal
2024-01-30,Onion,Pune,4.5547624268368924e+77,INR/quintal
2024-01-31,Onion,Pune,6.073142684290395e+77,INR/quintal
2024-02-01,Onion,Pune,8.111373809727423e+77,INR/quintal
2024-02-02,Onion,Pune,1.0826068817953176e+78,INR/quintal
2024-02-03,Onion,Pune,1.4461880629350018e+78,INR/quintal
2024-02-04,Onion,Pune,1.9330383037246853e+78,INR/quintal
2024-02-05,Onion,Pune,2.584413215814962e+78,INR/quintal
2024-02-06,Onion,Pune,3.456460317606358e+78,INR/quintal
2024-02-07,Onion,Pune,4.6288638867309495e+78,INR/quintal
2024-02-08,Onion,Pune,6.1940532178079e+78,INR/quintal
2024-02-09,Onion,Pune,8.285397716775649e+78,INR/quintal
2024-02-10,Onion,Pune,1.1097677556332565e+79,INR/quintal
2024-02-11,Onion,Pune,1.4871287274129452e+79,INR/quintal
2024-02-12,Onion,Pune,1.988998596785001e+79,INR/quintal
2024-02-13,Onion,Pune,2.6652715781495116e+79,INR/quintal
2024-02-14,Onion,Pune,3.5727247564660954e+79,INR/quintal
2024-02-15,Onion,Pune,4.786083142836608e+79,INR/quintal
2024-02-16,Onion,Pune,6.422771638782285e+79,INR/quintal
2024-02-17,Onion,Pune,8.609605238935802e+79,INR/quintal
2024-02-18,Onion,Pune,1.1546829841412593e+80,INR/quintal
2024-02-19,Onion,Pune,1.5485957866159696e+80,INR/quintal
2024-02-20,Onion,Pune,2.077775875418266e+80,INR/quintal
2024-02-21,Onion,Pune,2.785733427516029e+80,INR/quintal
2024-02-22,Onion,Pune,3.734730707018835e+80,INR/quintal
2024-02-23,Onion,Pune,5.021916048574111e+80,INR/quintal
2024-02-24,Onion,Pune,6.739770984095768e+80,INR/quintal
2024-02-25,Onion,Pune,9.04644071258024e+80,INR/quintal
2024-02-26,Onion,Pune,1.2133112369461556e+81,INR/quintal
2024-02-27,Onion,Pune,1.629926597325897e+81,INR/quintal
2024-02-28,Onion,Pune,2.1888292962502e+81,INR/quintal
2024-02-29,Onion,Pune,2.947937471113445e+81,INR/quintal
2024-03-01,Onion,Pune,3.96931079352017e+81,INR/quintal
2024-03-02,Onion,Pune,5.337871371842857e+81,INR/quintal
2024-03-03,Onion,Pune,7.1990118539684255e+81,INR/quintal
2024-03-04,Onion,Pune,9.700638711576089e+81,INR/quintal
2024-03-05,Onion,Pune,1.3059794539219969e+82,INR/quintal
2024-03-06,Onion,Pune,1.7552714648025353e+82,INR/quintal
2024-03-07,Onion,Pune,2.3698449103335586e+82,INR/quintal
2024-03-08,Onion,Pune,3.1899743099634644e+82,INR/quintal
2024-03-09,Onion,Pune,4.2940802511731924e+82,INR/quintal
2024-03-10,Onion,Pune,5.7956133671041036e+82,INR/quintal
2024-03-11,Onion,Pune,7.83411723717626e+82,INR/quintal
2024-03-12,Onion,Pune,1.0582501283898868e+83,INR/quintal
2024-03-13,Onion,Pune,1.4288441712229138e+83,INR/quintal
2024-03-14,Onion,Pune,1.9297820834400753e+83,INR/quintal
2024-03-15,Onion,Pune,2.6076330139383915e+83,INR/quintal
2024-03-16,Onion,Pune,3.5242223366794656e+83,INR/quintal
2024-03-17,Onion,Pune,4.7622374345872505e+83,INR/quintal
2024-03-18,Onion,Pune,6.435847853745716e+83,INR/quintal
2024-03-19,Onion,Pune,8.698642319335858e+83,INR/quintal
2024-03-20,Onion,Pune,1.175292406726588e+84,INR/quintal
2024-03-21,Onion,Pune,1.5890527230597368e+84,INR/quintal
2024-03-22,Onion,Pune,2.146354955674671e+84,INR/quintal
2024-03-23,Onion,Pune,2.9039894969076286e+84,INR/quintal
2024-03-24,Onion,Pune,3.92700114737077e+84,INR/quintal
2024-03-25,Onion,Pune,5.311268494601131e+84,INR/quintal
2024-03-26,Onion,Pune,7.193582008436784e+84,INR/quintal
2024-03-27,Onion,Pune,9.75604072881377e+84,INR/quintal
2024-03-28,Onion,Pune,1.3229252403152677e+85,INR/quintal
2024-03-29,Onion,Pune,1.790420391467516e+85,INR/quintal
2024-03-30,Onion,Pune,2.4250118742291073e+85,INR/quintal
2024-03-31,Onion,Pune,3.291017232556691e+85,INR/quintal
2024-04-01,Onion,Pune,4.45965486465673e+85,INR/quintal
2024-04-02,Onion,Pune,6.04893704715339e+85,INR/quintal
2024-04-03,Onion,Pune,8.212392008303118e+85,INR/quintal
2024-04-04,Onion,Pune,1.1137619588964007e+86,INR/quintal
2024-04-05,Onion,Pune,1.5123164753908817e+86,INR/quintal
2024-04-06,Onion,Pune,2.0514241074433728e+86,INR/quintal
2024-04-07,Onion,Pune,2.7852536774756674e+86,INR/quintal
2024-04-08,Onion,Pune,3.7856675063860856e+86,INR/quintal
2024-04-09,Onion,Pune,5.138084405210946e+86,INR/quintal
2024-04-10,Onion,Pune,6.988032494679826e+86,INR/quintal
2024-04-11,Onion,Pune,9.50270003772118e+86,INR/quintal
2024-04-12,Onion,Pune,1.2932216096058637e+87,INR/quintal
2024-04-13,Onion,Pune,1.7598983975503914e+87,INR/quintal
2024-04-14,Onion,Pune,2.3980211913501445e+87,INR/quintal
2024-04-15,Onion,Pune,3.2648157999215723e+87,INR/quintal
2024-04-16,Onion,Pune,4.443920598662016e+87,INR/quintal
2024-04-17,Onion,Pune,6.053397660850646e+87,INR/quintal
2024-04-18,Onion,Pune,8.25101007026971e+87,INR/quintal
2024-04-19,Onion,Pune,1.1244491493540971e+88,INR/quintal
2024-04-20,Onion,Pune,1.5327915799578469e+88,INR/quintal
2024-04-21,Onion,Pune,2.0886038618359164e+88,INR/quintal
2024-04-22,Onion,Pune,2.8468037404706833e+88,INR/quintal
2024-04-23,Onion,Pune,3.8787296679255136e+88,INR/quintal
2024-04-24,Onion,Pune,5.3007646838377485e+88,INR/quintal
2024-04-25,Onion,Pune,7.226992875207594e+88,INR/quintal
2024-04-26,Onion,Pune,9.86052821779711e+88,INR/quintal
2024-04-27,Onion,Pune,1.3456921674092996e+89,INR/quintal
2024-04-28,Onion,Pune,1.83958270581328e+89,INR/quintal
2024-04-29,Onion,Pune,2.5127621799795357e+89,INR/quintal
2024-04-30,Onion,Pune,3.4378240266819236e+89,INR/quintal
2024-05-01,Onion,Pune,4.6960991622850474e+89,INR/quintal
2024-05-02,Onion,Pune,6.421933902010724e+89,INR/quintal
2024-05-03,Onion,Pune,8.775687549376567e+89,INR/quintal
2024-05-04,Onion,Pune,1.2026598258366047e+90,INR/quintal
2024-05-05,Onion,Pune,1.6437905303918253e+90,INR/quintal
2024-05-06,Onion,Pune,2.2502543984504257e+90,INR/quintal
2024-05-07,Onion,Pune,3.0821283259129934e+90,INR/quintal
2024-05-08,Onion,Pune,4.2217892106539465e+90,INR/quintal
2024-05-09,Onion,Pune,5.781288612475118e+90,INR/quintal
2024-05-10,Onion,Pune,7.919247165478716e+90,INR/quintal
2024-05-11,Onion,Pune,1.0852229778641042e+91,INR/quintal
2024-05-12,Onion,Pune,1.4872742196697136e+91,INR/quintal
2024-05-13,Onion,Pune,2.0407723405280518e+91,INR/quintal
2024-05-14,Onion,Pune,2.8040137380413803e+91,INR/quintal
2024-05-15,Onion,Pune,3.844354223026318e+91,INR/quintal
2024-05-16,Onion,Pune,5.268250858573556e+91,INR/quintal
2024-05-17,Onion,Pune,7.229443621897398e+91,INR/quintal
2024-05-18,Onion,Pune,9.946336350483031e+91,INR/quintal
2024-05-19,Onion,Pune,1.3647268188666124e+92,INR/quintal
2024-05-20,Onion,Pune,1.8769922699129453e+92,INR/quintal
2024-05-21,Onion,Pune,2.5822656337864464e+92,INR/quintal
2024-05-22,Onion,Pune,3.546502430986308e+92,INR/quintal
2024-05-23,Onion,Pune,4.8767665795996105e+92,INR/quintal
2024-05-24,Onion,Pune,6.713843593083273e+92,INR/quintal
2024-05-25,Onion,Pune,9.229028032858106e+92,INR/quintal
2024-05-26,Onion,Pune,1.2691503297598361e+93,INR/quintal
2024-05-27,Onion,Pune,1.7451485599853017e+93,INR/quintal
2024-05-28,Onion,Pune,2.3993458928185427e+93,INR/quintal
2024-05-29,Onion,Pune,3.3006296102115484e+93,INR/quintal
2024-05-30,Onion,Pune,4.539287250374433e+93,INR/quintal
2024-05-31,Onion,Pune,6.251140877616347e+93,INR/quintal
2024-06-01,Onion,Pune,8.603034846131286e+93,INR/quintal
2024-06-02,Onion,Pune,1.1852983629168938e+94,INR/quintal
2024-06-03,Onion,Pune,1.6309089376296224e+94,INR/quintal
2024-06-04,Onion,Pune,2.2482718339090802e+94,INR/quintal
2024-06-05,Onion,Pune,3.101419974035494e+94,INR/quintal
2024-06-06,Onion,Pune,4.2687970229730606e+94,INR/quintal
2024-06-07,Onion,Pune,5.889088808032565e+94,INR/quintal
2024-06-08,Onion,Pune,8.13232482603125e+94,INR/quintal
2024-06-09,Onion,Pune,1.120887636610444e+95,INR/quintal
2024-06-10,Onion,Pune,1.5491691715960204e+95,INR/quintal
2024-06-11,Onion,Pune,2.1392592954359488e+95,INR/quintal
2024-06-12,Onion,Pune,2.951916834265803e+95,INR/quintal
2024-06-13,Onion,Pune,4.076524710292369e+95,INR/quintal
2024-06-14,Onion,Pune,5.633878453582916e+95,INR/quintal
2024-06-15,Onion,Pune,7.784709335309341e+95,INR/quintal
2024-06-16,Onion,Pune,1.076343526964921e+96,INR/quintal
2024-06-17,Onion,Pune,1.486646869738481e+96,INR/quintal
2024-06-18,Onion,Pune,2.0557687673627542e+96,INR/quintal
2024-06-19,Onion,Pune,2.839500153016792e+96,INR/quintal
2024-06-20,Onion,Pune,3.927339668846385e+96,INR/quintal
2024-06-21,Onion,Pune,5.429423827108135e+96,INR/quintal
2024-06-22,Onion,Pune,7.508784367775417e+96,INR/quintal
2024-06-23,Onion,Pune,1.040457846417226e+97,INR/quintal
2024-06-24,Onion,Pune,1.4418536705099834e+97,INR/quintal
2024-06-25,Onion,Pune,1.9977103072251177e+97,INR/quintal
2024-06-26,Onion,Pune,2.7643890293969442e+97,INR/quintal
2024-06-27,Onion,Pune,3.828717394459851e+97,INR/quintal
2024-06-28,Onion,Pune,5.311014816090476e+97,INR/quintal
2024-06-29,Onion,Pune,7.361963531333588e+97,INR/quintal
2024-06-30,Onion,Pune,1.0226378872448617e+98,INR/quintal
2024-07-01,Onion,Pune,1.418216568473128e+98,INR/quintal
2024-07-02,Onion,Pune,1.9668951906839036e+98,INR/quintal
2024-07-03,Onion,Pune,2.7272493111799446e+98,INR/quintal
2024-07-04,Onion,Pune,3.783796326393559e+98,INR/quintal
2024-07-05,Onion,Pune,5.249474580551469e+98,INR/quintal
2024-07-06,Onion,Pune,7.289861648270779e+98,INR/quintal
2024-07-07,Onion,Pune,1.0127630967108624e+99,INR/quintal
2024-07-08,Onion,Pune,1.4051861951227385e+99,INR/quintal
2024-07-09,Onion,Pune,1.9491550179083781e+99,INR/quintal
2024-07-10,Onion,Pune,2.7030878987756715e+99,INR/quintal
2024-07-11,Onion,Pune,3.757028823176111e+99,INR/quintal
2024-07-12,Onion,Pune,5.215723825210254e+99,INR/quintal
2024-07-13,Onion,Pune,7.235699682956176e+99,INR/quintal
2024-07-14,Onion,Pune,1.00621246731969e+100,INR/quintal
2024-07-15,Onion,Pune,1.4020897916169284e+100,INR/quintal
2024-07-16,Onion,Pune,1.9499127229540803e+100,INR/quintal
2024-07-17,Onion,Pune,2.7143096179788633e+100,INR/quintal
2024-07-18,Onion,Pune,3.776664830598128e+100,INR/quintal
2024-07-19,Onion,Pune,5.255060464302985e+100,INR/quintal
2024-07-20,Onion,Pune,7.320076139265186e+100,INR/quintal
2024-07-21,Onion,Pune,1.0187979426742931e+101,INR/quintal
2024-07-22,Onion,Pune,1.4189144147166087e+101,INR/quintal
2024-07-23,Onion,Pune,1.9766567155598276e+101,INR/quintal
2024-07-24,Onion,Pune,2.751833862620591e+101,INR/quintal
2024-07-25,Onion,Pune,3.837250046752826e+101,INR/quintal
2024-07-26,Onion,Pune,5.3464720494371285e+101,INR/quintal
2024-07-27,Onion,Pune,7.447021830967512e+101,INR/quintal
2024-07-28,Onion,Pune,1.038642768817693e+102,INR/quintal
2024-07-29,Onion,Pune,1.4470983922008996e+102,INR/quintal
2024-07-30,Onion,Pune,2.0181844017477376e+102,INR/quintal
2024-07-31,Onion,Pune,2.815100098604606e+102,INR/quintal
2024-08-01,Onion,Pune,3.930634157630169e+102,INR/quintal
2024-08-02,Onion,Pune,5.486391021476552e+102,INR/quintal
2024-08-03,Onion,Pune,7.656099202567562e+102,INR/quintal
2024-08-04,Onion,Pune,1.0693648921641506e+103,INR/quintal
2024-08-05,Onion,Pune,1.4946532222944536e+103,INR/quintal
2024-08-06,Onion,Pune,2.0879826017936103e+103,INR/quintal
2024-08-07,Onion,Pune,2.9160245907572884e+103,INR/quintal
2024-08-08,Onion,Pune,4.068588709316486e+103,INR/quintal
2024-08-09,Onion,Pune,5.67897860026026e+103,INR/quintal
2024-08-10,Onion,Pune,7.933442374478016e+103,INR/quintal
2024-08-11,Onion,Pune,1.1082065391460146e+104,INR/quintal
2024-08-12,Onion,Pune,1.5488815287754952e+104,INR/quintal
2024-08-13,Onion,Pune,2.1656441345027508e+104,INR/quintal
2024-08-14,Onion,Pune,3.029790184844806e+104,INR/quintal
2024-08-15,Onion,Pune,4.2373511842540184e+104,INR/quintal
2024-08-16,Onion,Pune,5.930122583563976e+104,INR/quintal
2024-08-17,Onion,Pune,8.297653305799422e+104,INR/quintal
2024-08-18,Onion,Pune,1.1592202009976483e+105,INR/quintal
2024-08-19,Onion,Pune,1.6212206774670865e+105,INR/quintal
2024-08-20,Onion,Pune,2.269308183719841e+105,INR/quintal
2024-08-21,Onion,Pune,3.1741442516839645e+105,INR/quintal
2024-08-22,Onion,Pune,4.4474593654216427e+105,INR/quintal
2024-08-23,Onion,Pune,6.2376577563715e+105,INR/quintal
2024-08-24,Onion,Pune,8.747684479514556e+105,INR/quintal
2024-08-25,Onion,Pune,1.2254905659169559e+106,INR/quintal
2024-08-26,Onion,Pune,1.719641310875805e+106,INR/quintal
2024-08-27,Onion,Pune,2.4107072681840537e+106,INR/quintal
2024-08-28,Onion,Pune,3.3786852788389886e+106,INR/quintal
2024-08-29,Onion,Pune,4.735058509181196e+106,INR/quintal
2024-08-30,Onion,Pune,6.638890053226141e+106,INR/quintal
2024-08-31,Onion,Pune,9.309159683545925e+106,INR/quintal
2024-09-01,Onion,Pune,1.3061373150577766e+107,INR/quintal
2024-09-02,Onion,Pune,1.832904784356478e+107,INR/quintal
2024-09-03,Onion,Pune,2.5722233864992958e+107,INR/quintal
2024-09-04,Onion,Pune,3.611724313860502e+107,INR/quintal
2024-09-05,Onion,Pune,5.075466790464239e+107,INR/quintal
2024-09-06,Onion,Pune,7.13220258729128e+107,INR/quintal
2024-09-07,Onion,Pune,1.0003299515165881e+108,INR/quintal
2024-09-08,Onion,Pune,1.4019777555768588e+108,INR/quintal
2024-09-09,Onion,Pune,1.9711035454472056e+108,INR/quintal
2024-09-10,Onion,Pune,2.766299711338437e+108,INR/quintal
2024-09-11,Onion,Pune,3.8867629940970047e+108,INR/quintal
2024-09-12,Onion,Pune,5.45759333633566e+108,INR/quintal
2024-09-13,Onion,Pune,7.66045745599003e+108,INR/quintal
2024-09-14,Onion,Pune,1.0775866724361493e+109,INR/quintal
2024-09-15,Onion,Pune,1.5163693527492457e+109,INR/quintal
2024-09-16,Onion,Pune,2.131755870363969e+109,INR/quintal
2024-09-17,Onion,Pune,2.9922450549025643e+109,INR/quintal
2024-09-18,Onion,Pune,4.208136722206197e+109,INR/quintal
2024-09-19,Onion,Pune,5.923853647014413e+109,INR/quintal
2024-09-20,Onion,Pune,8.32722023198962e+109,INR/quintal
2024-09-21,Onion,Pune,1.1724269969797811e+110,INR/quintal
2024-09-22,Onion,Pune,1.6507152837477303e+110,INR/quintal
2024-09-23,Onion,Pune,2.3256942834127546e+110,INR/quintal
2024-09-24,Onion,Pune,3.275948238339655e+110,INR/quintal
2024-09-25,Onion,Pune,4.610956717450262e+110,INR/quintal
2024-09-26,Onion,Pune,6.503116594995518e+110,INR/quintal
2024-09-27,Onion,Pune,9.162731236562047e+110,INR/quintal
2024-09-28,Onion,Pune,1.2913702855601676e+111,INR/quintal
2024-09-29,Onion,Pune,1.818927673017189e+111,INR/quintal
2024-09-30,Onion,Pune,2.563511170775409e+111,INR/quintal
2024-10-01,Onion,Pune,3.6123202850984203e+111,INR/quintal
2024-10-02,Onion,Pune,5.094180487351901e+111,INR/quintal
2024-10-03,Onion,Pune,7.196677799930887e+111,INR/quintal
2024-10-04,Onion,Pune,1.014202522553963e+112,INR/quintal
2024-10-05,Onion,Pune,1.4292292384344035e+112,INR/quintal
2024-10-06,Onion,Pune,2.0197246697179294e+112,INR/quintal
2024-10-07,Onion,Pune,2.8505992496661306e+112,INR/quintal
2024-10-08,Onion,Pune,4.022391403041343e+112,INR/quintal
2024-10-09,Onion,Pune,5.685086771801414e+112,INR/quintal
2024-10-10,Onion,Pune,8.02521566506826e+112,INR/quintal
2024-10-11,Onion,Pune,1.135395168242147e+113,INR/quintal
2024-10-12,Onion,Pune,1.605048991943533e+113,INR/quintal
2024-10-13,Onion,Pune,2.2671157930126986e+113,INR/quintal
2024-10-14,Onion,Pune,3.210022362344533e+113,INR/quintal
2024-10-15,Onion,Pune,4.535221794535769e+113,INR/quintal
2024-10-16,Onion,Pune,6.41593819197551e+113,INR/quintal
2024-10-17,Onion,Pune,9.074716049406987e+113,INR/quintal
2024-10-18,Onion,Pune,1.2848414189345874e+114,INR/quintal
2024-10-19,Onion,Pune,1.819852088362813e+114,INR/quintal
2024-10-20,Onion,Pune,2.5747447412967e+114,INR/quintal
2024-10-21,Onion,Pune,3.6409747115703923e+114,INR/quintal
2024-10-22,Onion,Pune,5.154931810218743e+114,INR/quintal
2024-10-23,Onion,Pune,7.292630597455633e+114,INR/quintal
2024-10-24,Onion,Pune,1.034214663035849e+115,INR/quintal
2024-10-25,Onion,Pune,1.4646103104094854e+115,INR/quintal
2024-10-26,Onion,Pune,2.0735957492648874e+115,INR/quintal
2024-10-27,Onion,Pune,2.937676267289357e+115,INR/quintal
2024-10-28,Onion,Pune,4.1571488064947e+115,INR/quintal
2024-10-29,Onion,Pune,5.885742302401324e+115,INR/quintal
2024-10-30,Onion,Pune,8.349903592616643e+115,INR/quintal
2024-10-31,Onion,Pune,1.1829186629810625e+116,INR/quintal
2024-11-01,Onion,Pune,1.6757804639151102e+116,INR/quintal
2024-11-02,Onion,Pune,2.3775944497989733e+116,INR/quintal
2024-11-03,Onion,Pune,3.375772281212793e+116,INR/quintal
2024-11-04,Onion,Pune,4.791965790055755e+116,INR/quintal
2024-11-05,Onion,Pune,6.805071642095233e+116,INR/quintal
2024-11-06,Onion,Pune,9.651280693651397e+116,INR/quintal
2024-11-07,Onion,Pune,1.3682642111515144e+117,INR/quintal
2024-11-08,Onion,Pune,1.9449364897867225e+117,INR/quintal
2024-11-09,Onion,Pune,2.760890174092764e+117,INR/quintal
2024-11-10,Onion,Pune,3.920097825882911e+117,INR/quintal
2024-11-11,Onion,Pune,5.574445119235985e+117,INR/quintal
2024-11-12,Onion,Pune,7.923214292734728e+117,INR/quintal
2024-11-13,Onion,Pune,1.1262702208588268e+118,INR/quintal
2024-11-14,Onion,Pune,1.603571327921429e+118,INR/quintal
2024-11-15,Onion,Pune,2.2781559754064355e+118,INR/quintal
2024-11-16,Onion,Pune,3.2414065269508844e+118,INR/quintal
2024-11-17,Onion,Pune,4.6093911757059785e+118,INR/quintal
2024-11-18,Onion,Pune,6.557079821771147e+118,INR/quintal
2024-11-19,Onion,Pune,9.339381880551053e+118,INR/quintal
2024-11-20,Onion,Pune,1.3293273219854435e+119,INR/quintal
2024-11-21,Onion,Pune,1.892504186387623e+119,INR/quintal
2024-11-22,Onion,Pune,2.695984832976527e+119,INR/quintal
2024-11-23,Onion,Pune,3.836651456516073e+119,INR/quintal
2024-11-24,Onion,Pune,5.4587638554914796e+119,INR/quintal
2024-11-25,Onion,Pune,7.766797439664138e+119,INR/quintal
2024-11-26,Onion,Pune,1.1044175687851176e+120,INR/quintal
2024-11-27,Onion,Pune,1.5760780358028388e+120,INR/quintal
2024-11-28,Onion,Pune,2.243616240121798e+120,INR/quintal
2024-11-29,Onion,Pune,3.19686401205151e+120,INR/quintal
2024-11-30,Onion,Pune,4.555768620058988e+120,INR/quintal
2024-12-01,Onion,Pune,6.497874686096857e+120,INR/quintal
2024-12-02,Onion,Pune,9.273621443142714e+120,INR/quintal
2024-12-03,Onion,Pune,1.3238130342260447e+121,INR/quintal
2024-12-04,Onion,Pune,1.8878170261446457e+121,INR/quintal
2024-12-05,Onion,Pune,2.693572431598998e+121,INR/quintal
2024-12-06,Onion,Pune,3.8454344290867267e+121,INR/quintal
2024-12-07,Onion,Pune,5.488482166031069e+121,INR/quintal
2024-12-08,Onion,Pune,7.847304576609699e+121,INR/quintal
2024-12-09,Onion,Pune,1.1211564756778004e+122,INR/quintal
2024-12-10,Onion,Pune,1.6024546477926103e+122,INR/quintal
2024-12-11,Onion,Pune,2.290678473000793e+122,INR/quintal
2024-12-12,Onion,Pune,3.2765288706056706e+122,INR/quintal
2024-12-13,Onion,Pune,4.683686709345759e+122,INR/quintal
2024-12-14,Onion,Pune,6.68819090052362e+122,INR/quintal
2024-12-15,Onion,Pune,9.566090406194795e+122,INR/quintal
2024-12-16,Onion,Pune,1.367299976244678e+123,INR/quintal
2024-12-17,Onion,Pune,1.9549011528566674e+123,INR/quintal
2024-12-18,Onion,Pune,2.798202593359896e+123,INR/quintal
2024-12-19,Onion,Pune,4.008281107736887e+123,INR/quintal
2024-12-20,Onion,Pune,5.736961583228051e+123,INR/quintal
2024-12-21,Onion,Pune,8.21482711942e+123,INR/quintal
2024-12-22,Onion,Pune,1.1779041761315307e+124,INR/quintal
2024-12-23,Onion,Pune,1.6872467662339567e+124,INR/quintal
2024-12-24,Onion,Pune,2.422111356405467e+124,INR/quintal
2024-12-25,Onion,Pune,3.471833994937778e+124,INR/quintal
2024-12-26,Onion,Pune,4.967831218693806e+124,INR/quintal
2024-12-27,Onion,Pune,7.124906635193049e+124,INR/quintal
2024-12-28,Onion,Pune,1.0217539791449774e+125,INR/quintal
2024-12-29,Onion,Pune,1.4666749325498715e+125,INR/quintal
2024-12-30,Onion,Pune,2.104689994118587e+125,INR/quintal
2024-12-31,Onion,Pune,3.0188291996680425e+125,INR/quintal
2025-01-01,Onion,Pune,4.327737271718275e+125,INR/quintal
2025-01-02,Onion,Pune,6.210741151820041e+125,INR/quintal
2025-01-03,Onion,Pune,8.910140679954226e+125,INR/quintal
2025-01-04,Onion,Pune,1.2788383354749146e+126,INR/quintal
2025-01-05,Onion,Pune,1.8376513644035702e+126,INR/quintal
2025-01-06,Onion,Pune,2.6435947863956755e+126,INR/quintal
2025-01-07,Onion,Pune,3.79976828378919e+126,INR/quintal
2025-01-08,Onion,Pune,5.455510005519741e+126,INR/quintal
2025-01-09,Onion,Pune,7.845162197235888e+126,INR/quintal
2025-01-10,Onion,Pune,1.129105309810871e+127,INR/quintal
2025-01-11,Onion,Pune,1.6229543170920385e+127,INR/quintal
2025-01-12,Onion,Pune,2.334236101078769e+127,INR/quintal
2025-01-13,Onion,Pune,3.3583936281157556e+127,INR/quintal
2025-01-14,Onion,Pune,4.829737015090749e+127,INR/quintal
2025-01-15,Onion,Pune,6.95551663497452e+127,INR/quintal
2025-01-16,Onion,Pune,1.001272202308168e+128,INR/quintal
2025-01-17,Onion,Pune,1.4423348510490787e+128,INR/quintal
2025-01-18,Onion,Pune,2.0758828688483916e+128,INR/quintal
2025-01-19,Onion,Pune,2.9895009090561933e+128,INR/quintal
2025-01-20,Onion,Pune,4.310328918158048e+128,INR/quintal
2025-01-21,Onion,Pune,6.210446096181027e+128,INR/quintal
2025-01-22,Onion,Pune,8.965836961877553e+128,INR/quintal
2025-01-23,Onion,Pune,1.2923726772803007e+129,INR/quintal
2025-01-24,Onion,Pune,1.8642658051176004e+129,INR/quintal
2025-01-25,Onion,Pune,2.6914186326310738e+129,INR/quintal
2025-01-26,Onion,Pune,3.8788529000572894e+129,INR/quintal
2025-01-27,Onion,Pune,5.589847164365869e+129,INR/quintal
2025-01-28,Onion,Pune,8.05898307985209e+129,INR/quintal
2025-01-29,Onion,Pune,1.164839161096781e+130,INR/quintal
2025-01-30,Onion,Pune,1.6814968235099213e+130,INR/quintal
2025-01-31,Onion,Pune,2.4341456903922534e+130,INR/quintal
2025-02-01,Onion,Pune,3.515815881490778e+130,INR/quintal
2025-02-02,Onion,Pune,5.082478130473272e+130,INR/quintal
2025-02-03,Onion,Pune,7.357223042836283e+130,INR/quintal
2025-02-04,Onion,Pune,1.065661822733177e+131,INR/quintal
2025-02-05,Onion,Pune,1.5439922902185627e+131,INR/quintal
2025-02-06,Onion,Pune,2.2359622407891995e+131,INR/quintal
2025-02-07,Onion,Pune,3.238309203483557e+131,INR/quintal
2025-02-08,Onion,Pune,4.6894072630097804e+131,INR/quintal
2025-02-09,Onion,Pune,6.793377818339634e+131,INR/quintal
2025-02-10,Onion,Pune,9.83278753268035e+131,INR/quintal
2025-02-11,Onion,Pune,1.4232240012953534e+132,INR/quintal
2025-02-12,Onion,Pune,2.0618884011617715e+132,INR/quintal
